RecordedAtTime,MonitoringRef,LineRef,DirectionRef,VehicleRef,OriginName,DestinationName,StopPointName,VehicleLocation.Latitude,VehicleLocation.Longitude,AimedArrivalTime,ExpectedArrivalTime,AimedDepartureTime,ExpectedDepartureTime
1970-01-01T00:00:00Z,70032,Local Weekend,S,,San Francisco Caltrain Station Southbound,San Jose Diridon Caltrain Station Southbound,Bayshore Caltrain Station Southbound,,,2025-11-16T01:04:00Z,2025-11-16T01:03:54Z,2025-11-16T01:04:00Z,2025-11-16T01:04:54Z
1970-01-01T00:00:00Z,70131,Local Weekend,N,,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,San Carlos Caltrain Station Northbound,,,2025-11-16T01:05:00Z,2025-11-16T01:04:36Z,2025-11-16T01:05:00Z,2025-11-16T01:05:36Z
2025-11-16T00:04:47Z,70031,Local Weekend,N,637,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,Bayshore Caltrain Station Northbound,37.3684006,-121.970802,2025-11-16T01:05:00Z,2025-11-16T01:04:42Z,2025-11-16T01:05:00Z,2025-11-16T01:05:42Z
2025-11-16T00:04:47Z,70231,Local Weekend,N,641,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,Lawrence Caltrain Station Northbound,37.3298988,-121.903191,2025-11-16T01:07:00Z,2025-11-16T01:06:36Z,2025-11-16T01:07:00Z,2025-11-16T01:07:36Z
2025-11-16T00:04:47Z,70242,Local Weekend,S,634,San Francisco Caltrain Station Southbound,San Jose Diridon Caltrain Station Southbound,Santa Clara Caltrain Station Southbound,37.7075996,-122.401901,2025-11-16T01:07:00Z,2025-11-16T01:06:42Z,2025-11-16T01:07:00Z,2025-11-16T01:07:42Z
1970-01-01T00:00:00Z,70121,Local Weekend,N,,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,Belmont Caltrain Station Northbound,,,2025-11-16T01:08:00Z,2025-11-16T01:07:06Z,2025-11-16T01:08:00Z,2025-11-16T01:08:06Z
2025-11-16T00:04:47Z,70142,Local Weekend,S,636,San Francisco Caltrain Station Southbound,San Jose Diridon Caltrain Station Southbound,Redwood City Caltrain Station Southbound,37.7759018,-122.395592,2025-11-16T01:08:00Z,2025-11-16T01:07:18Z,2025-11-16T01:08:00Z,2025-11-16T01:08:18Z
2025-11-16T00:04:47Z,70021,Local Weekend,N,637,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,22nd Street Caltrain Station Northbound,37.3684006,-121.970802,2025-11-16T01:10:00Z,2025-11-16T01:09:06Z,2025-11-16T01:10:00Z,2025-11-16T01:10:06Z
1970-01-01T00:00:00Z,70042,Local Weekend,S,,San Francisco Caltrain Station Southbound,San Jose Diridon Caltrain Station Southbound,South San Francisco Caltrain Station Southbound,,,2025-11-16T01:10:00Z,2025-11-16T01:09:06Z,2025-11-16T01:10:00Z,2025-11-16T01:10:06Z
2025-11-16T00:04:47Z,70221,Local Weekend,N,641,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,Sunnyvale Caltrain Station Northbound,37.3298988,-121.903191,2025-11-16T01:11:00Z,2025-11-16T01:10:06Z,2025-11-16T01:11:00Z,2025-11-16T01:11:06Z
1970-01-01T00:00:00Z,70111,Local Weekend,N,,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,Hillsdale Caltrain Station Northbound,,,2025-11-16T01:11:00Z,2025-11-16T01:10:24Z,2025-11-16T01:11:00Z,2025-11-16T01:11:24Z
2025-11-16T00:04:47Z,70162,Local Weekend,S,636,San Francisco Caltrain Station Southbound,San Jose Diridon Caltrain Station Southbound,Menlo Park Caltrain Station Southbound,37.7759018,-122.395592,2025-11-16T01:12:00Z,2025-11-16T01:11:42Z,2025-11-16T01:12:00Z,2025-11-16T01:12:42Z
1970-01-01T00:00:00Z,70052,Local Weekend,S,,San Francisco Caltrain Station Southbound,San Jose Diridon Caltrain Station Southbound,San Bruno Caltrain Station Southbound,,,2025-11-16T01:13:00Z,2025-11-16T01:12:00Z,2025-11-16T01:13:00Z,2025-11-16T01:13:00Z
1970-01-01T00:00:00Z,70101,Local Weekend,N,,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,Hayward Park Caltrain Station Northbound,,,2025-11-16T01:13:00Z,2025-11-16T01:12:36Z,2025-11-16T01:13:00Z,2025-11-16T01:13:36Z
2025-11-16T00:04:47Z,70211,Local Weekend,N,641,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,Mountain View Caltrain Station Northbound,37.3298988,-121.903191,2025-11-16T01:15:00Z,2025-11-16T01:14:00Z,2025-11-16T01:15:00Z,2025-11-16T01:15:00Z
1970-01-01T00:00:00Z,70091,Local Weekend,N,,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,San Mateo Caltrain Station Northbound,,,2025-11-16T01:16:00Z,2025-11-16T01:15:06Z,2025-11-16T01:16:00Z,2025-11-16T01:16:06Z
2025-11-16T00:04:47Z,70172,Local Weekend,S,636,San Francisco Caltrain Station Southbound,San Jose Diridon Caltrain Station Southbound,Palo Alto Caltrain Station Southbound,37.7759018,-122.395592,2025-11-16T01:16:00Z,2025-11-16T01:15:24Z,2025-11-16T01:16:00Z,2025-11-16T01:16:24Z
1970-01-01T00:00:00Z,70062,Local Weekend,S,,San Francisco Caltrain Station Southbound,San Jose Diridon Caltrain Station Southbound,Millbrae Caltrain Station Southbound,,,2025-11-16T01:16:00Z,2025-11-16T01:15:42Z,2025-11-16T01:16:00Z,2025-11-16T01:16:42Z
2025-11-16T00:04:47Z,70201,Local Weekend,N,641,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,San Antonio Caltrain Station Northbound,37.3298988,-121.903191,2025-11-16T01:18:00Z,2025-11-16T01:17:00Z,2025-11-16T01:18:00Z,2025-11-16T01:18:00Z
1970-01-01T00:00:00Z,70081,Local Weekend,N,,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,Burlingame Caltrain Station Northbound,,,2025-11-16T01:18:00Z,2025-11-16T01:17:42Z,2025-11-16T01:18:00Z,2025-11-16T01:18:42Z
2025-11-16T00:04:47Z,70192,Local Weekend,S,636,San Francisco Caltrain Station Southbound,San Jose Diridon Caltrain Station Southbound,California Avenue Caltrain Station Southbound,37.7759018,-122.395592,2025-11-16T01:19:00Z,2025-11-16T01:18:06Z,2025-11-16T01:19:00Z,2025-11-16T01:19:06Z
1970-01-01T00:00:00Z,70072,Local Weekend,S,,San Francisco Caltrain Station Southbound,San Jose Diridon Caltrain Station Southbound,Broadway Caltrain Station Southbound,,,2025-11-16T01:19:00Z,2025-11-16T01:18:24Z,2025-11-16T01:19:00Z,2025-11-16T01:19:24Z
1970-01-01T00:00:00Z,70071,Local Weekend,N,,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,Broadway Caltrain Station Northbound,,,2025-11-16T01:21:00Z,2025-11-16T01:20:06Z,2025-11-16T01:21:00Z,2025-11-16T01:21:06Z
2025-11-16T00:04:47Z,70191,Local Weekend,N,641,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,California Avenue Caltrain Station Northbound,37.3298988,-121.903191,2025-11-16T01:21:00Z,2025-11-16T01:20:24Z,2025-11-16T01:21:00Z,2025-11-16T01:21:24Z
1970-01-01T00:00:00Z,70082,Local Weekend,S,,San Francisco Caltrain Station Southbound,San Jose Diridon Caltrain Station Southbound,Burlingame Caltrain Station Southbound,,,2025-11-16T01:21:00Z,2025-11-16T01:20:48Z,2025-11-16T01:21:00Z,2025-11-16T01:21:48Z
2025-11-16T00:04:47Z,70202,Local Weekend,S,636,San Francisco Caltrain Station Southbound,San Jose Diridon Caltrain Station Southbound,San Antonio Caltrain Station Southbound,37.7759018,-122.395592,2025-11-16T01:22:00Z,2025-11-16T01:21:30Z,2025-11-16T01:22:00Z,2025-11-16T01:22:30Z
1970-01-01T00:00:00Z,70061,Local Weekend,N,,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,Millbrae Caltrain Station Northbound,,,2025-11-16T01:24:00Z,2025-11-16T01:23:00Z,2025-11-16T01:24:00Z,2025-11-16T01:24:00Z
1970-01-01T00:00:00Z,70092,Local Weekend,S,,San Francisco Caltrain Station Southbound,San Jose Diridon Caltrain Station Southbound,San Mateo Caltrain Station Southbound,,,2025-11-16T01:24:00Z,2025-11-16T01:23:18Z,2025-11-16T01:24:00Z,2025-11-16T01:24:18Z
2025-11-16T00:04:47Z,70171,Local Weekend,N,641,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,Palo Alto Caltrain Station Northbound,37.3298988,-121.903191,2025-11-16T01:24:00Z,2025-11-16T01:23:24Z,2025-11-16T01:24:00Z,2025-11-16T01:24:24Z
1970-01-01T00:00:00Z,70012,Local Weekend,S,,San Francisco Caltrain Station Southbound,San Jose Diridon Caltrain Station Southbound,San Francisco Caltrain Station Southbound,,,2025-11-16T01:25:00Z,,2025-11-16T01:25:00Z,2025-11-16T01:25:00Z
2025-11-16T00:04:47Z,70212,Local Weekend,S,636,San Francisco Caltrain Station Southbound,San Jose Diridon Caltrain Station Southbound,Mountain View Caltrain Station Southbound,37.7759018,-122.395592,2025-11-16T01:25:00Z,2025-11-16T01:24:48Z,2025-11-16T01:25:00Z,2025-11-16T01:25:48Z
1970-01-01T00:00:00Z,70261,Local Weekend,N,,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,San Jose Diridon Caltrain Station Northbound,,,2025-11-16T01:26:00Z,,2025-11-16T01:26:00Z,2025-11-16T01:26:30Z
2025-11-16T00:04:47Z,70161,Local Weekend,N,641,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,Menlo Park Caltrain Station Northbound,37.3298988,-121.903191,2025-11-16T01:26:00Z,2025-11-16T01:25:54Z,2025-11-16T01:26:00Z,2025-11-16T01:26:54Z
1970-01-01T00:00:00Z,70102,Local Weekend,S,,San Francisco Caltrain Station Southbound,San Jose Diridon Caltrain Station Southbound,Hayward Park Caltrain Station Southbound,,,2025-11-16T01:26:00Z,2025-11-16T01:25:54Z,2025-11-16T01:26:00Z,2025-11-16T01:26:54Z
1970-01-01T00:00:00Z,70051,Local Weekend,N,,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,San Bruno Caltrain Station Northbound,,,2025-11-16T01:27:00Z,2025-11-16T01:26:36Z,2025-11-16T01:27:00Z,2025-11-16T01:27:36Z
1970-01-01T00:00:00Z,70112,Local Weekend,S,,San Francisco Caltrain Station Southbound,San Jose Diridon Caltrain Station Southbound,Hillsdale Caltrain Station Southbound,,,2025-11-16T01:29:00Z,2025-11-16T01:28:18Z,2025-11-16T01:29:00Z,2025-11-16T01:29:18Z
2025-11-16T00:04:47Z,70222,Local Weekend,S,636,San Francisco Caltrain Station Southbound,San Jose Diridon Caltrain Station Southbound,Sunnyvale Caltrain Station Southbound,37.7759018,-122.395592,2025-11-16T01:29:00Z,2025-11-16T01:28:36Z,2025-11-16T01:29:00Z,2025-11-16T01:29:36Z
1970-01-01T00:00:00Z,70041,Local Weekend,N,,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,South San Francisco Caltrain Station Northbound,,,2025-11-16T01:30:00Z,2025-11-16T01:29:30Z,2025-11-16T01:30:00Z,2025-11-16T01:30:30Z
1970-01-01T00:00:00Z,70022,Local Weekend,S,,San Francisco Caltrain Station Southbound,San Jose Diridon Caltrain Station Southbound,22nd Street Caltrain Station Southbound,,,2025-11-16T01:30:00Z,2025-11-16T01:29:30Z,2025-11-16T01:30:00Z,2025-11-16T01:30:30Z
2025-11-16T00:04:47Z,70141,Local Weekend,N,641,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,Redwood City Caltrain Station Northbound,37.3298988,-121.903191,2025-11-16T01:32:00Z,2025-11-16T01:31:18Z,2025-11-16T01:32:00Z,2025-11-16T01:32:18Z
1970-01-01T00:00:00Z,70122,Local Weekend,S,,San Francisco Caltrain Station Southbound,San Jose Diridon Caltrain Station Southbound,Belmont Caltrain Station Southbound,,,2025-11-16T01:32:00Z,2025-11-16T01:31:18Z,2025-11-16T01:32:00Z,2025-11-16T01:32:18Z
1970-01-01T00:00:00Z,70241,Local Weekend,N,,San Jose Diridon Caltrain Station Northbound,San Francisco Caltrain Station Northbound,Santa Clara Caltrain Station Northbound,,,2025-11-16T01:32:00Z,2025-11-16T01:31:30Z,2025-11-16T01:32:00Z,2025-11-16T01:32:30Z
2025-11-16T00:04:47Z,70232,Local Weekend,S,636,San Francisco Caltrain Station Southbound,San Jose Diridon Caltrain Station Southbound,Lawrence Caltrain Station Southbound,37.7759018,-122.395592,2025-11-16T01:33:00Z,2025-11-16T01:32:00Z,2025-11-16T01:33:00Z,2025-11-16T01:33:00Z
1970-01-01T00:00:00Z,70132,Local Weekend,S,,San Francisco Caltrain Station Southbound,San Jose Diridon Caltrain Station Southbound,San Carlos Caltrain Station Southbound,,,2025-11-16T01:34:00Z,2025-11-16T01:33:48Z,2025-11-16T01:34:00Z,2025-11-16T01:34:48Z
1970-01-01T00:00:00Z,70032,Local Weekend,S,,San Francisco Caltrain Station Southbound,San Jose Diridon Caltrain Station Southbound,Bayshore Caltrain Station Southbound,,,2025-11-16T01:34:00Z,2025-11-16T01:33:54Z,2025-11-16T01:34:00Z,2025-11-16T01:34:54Z
